,name,category,address,hours,rating,avg_bill,middle_coffee_cup
162,Виктория,ресторан,"Санкт-Петербург, пр. Невский 15",Пн–Вс: 12:00 — 23:00,0.0,Средний чек 3000 р. без напитков,
163,Creme de La Creme,ресторан,"Санкт-Петербург, пр. Большеохтинский 1к1",Пн–Вс: 12:00 — 22:00,0.0,Средний чек 2350 р. без напитков,
164,Проспект,ресторан,"Санкт-Петербург, ул. М. Морская 21",Пн–Вс: 12:00 — 23:00,9.4,Средний чек 1050 р. без напитков,
165,Москва,ресторан,"Санкт-Петербург, пр. Невский 114-116","Пн–Ср: 10:00 — 23:00, Чт–Сб: 10:00 — 00:00, Вс: 10:00 — 23:00",7.9,Средний чек 2100 р. без напитков,
166,Метрополь,ресторан,"Санкт-Петербург, ул. Садовая 22/2",Пн–Вс: 12:00 — 23:30,8.1,Средний чек 2700 р. без напитков,
167,Stroganoff Bar & Grill,ресторан,"Санкт-Петербург, ш. Приморское 418",Пн–Вс: 09:00 — 23:00,8.6,Средний чек 2400 р. без напитков,
168,Regions,ресторан,"Санкт-Петербург, ул. Жуковского 10",Пн–Вс: 12:00 — 23:00,7.7,Средний чек 1800 р. без напитков,
169,Лобби-бар отеля «Европа»,ресторан,"Санкт-Петербург, ул. Михайловская 1/7","Пн–Чт: 12:00 — 02:00, Пт–Сб: 12:00 — 05:00, Вс: 12:00 — 02:00",9.5,Средний чек 3300 р. без напитков,
170,Ф.М. Достоевский,ресторан,"Санкт-Петербург, пр. Владимирский 9А",Пн–Вс: 12:00 — 23:00,8.4,Средний чек 1800 р. без напитков,
171,Май,ресторан,"Санкт-Петербург, Проспект Маршака 10","Пн–Чт: 12:00 — 23:00, Пт–Сб: 12:00 — 01:00, Вс: 12:00 — 23:00",8.4,Средний чек 1300 р. без напитков,
172,Leth,ресторан,"Санкт-Петербург, наб. реки Фонтанки 82",Пн–Вс: 12:00 — 23:00,8.1,Средний чек 1800 р. без напитков,
173,Stroganoff Steak House,ресторан,"Санкт-Петербург, бульвар Конногвардейский 4",Пн–Вс: 12:00 — 00:00,8.3,Средний чек 3000 р. без напитков,
174,Тройка,ресторан,"Санкт-Петербург, переулок Джамбула 21","Пн–Чт: Выходной, Пт–Вс: 12:00 — 00:00",9.2,Средний чек 1750 р. без напитков,
175,Mon Amour,ресторан,"Санкт-Петербург, ул. Садовая 83",Пн–Вс: 11:00 — 23:00,9.9,Средний чек 2300 р. без напитков,
176,Vida Rica,ресторан,"Санкт-Петербург, ул. Опочинина 11",Пн–Вс: 10:00 — 23:00,9.7,Средний чек 2700 р. без напитков,
177,Le Vernissage,ресторан,"Санкт-Петербург, пр. Римского-Корсакова 5-7",Пн–Вс: 12:00 — 23:00,8.9,Средний чек 1800 р. без напитков,
178,Богема,ресторан,"Санкт-Петербург, ул. Вокзальная 1Е",Пн–Вс: 11:00 — 23:00,7.1,Средний чек 1700 р. без напитков,
179,Алые паруса,ресторан,"Санкт-Петербург, наб. Кронверкская 3А",Пн–Вс: 11:00 — 23:00,6.8,Средний чек 3000 р. без напитков,
180,Наша Dacha,ресторан,"Санкт-Петербург, ш. Приморское 448","Пн–Чт: 12:00 — 23:00, Пт–Сб: 12:00 — 01:00, Вс: 10:00 — 23:00",7.8,Средний чек 2200 р. без напитков,
181,Blackwood,ресторан,"Санкт-Петербург, ул. Маяковского 4",Пн–Вс: 12:00 — 06:00,10.0,Средний чек 1300 р. без напитков,
182,Beer House,ресторан,"Санкт-Петербург, бульв. Менделеева 11 к2",Пн–Вс: 12:00 — 23:00,9.2,Средний чек 1300 р. без напитков,
183,Blackwood,ресторан,"Санкт-Петербург, ул. Большая Конюшенная 15",Пн–Вс: 12:00 — 06:00,8.6,Средний чек 1300 р. без напитков,
184,Unity Petrogradka,ресторан,"Санкт-Петербург, проспект Медиков 5 к17","Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 04:00, Вс: 12:00 — 01:00",9.2,Средний чек 1000 р. без напитков,
185,Старое шале,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 2500 р. без напитков,
186,Достойная кухня,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1800 р. без напитков,
187,Фабрика,ресторан,"Санкт-Петербург, пр. Заневский 38","Пн–Чт: Выходной, Пт–Вс: 18:00 — 05:00",7.2,Средний чек 1200 р. без напитков,
188,Mendeleev Bar,ресторан,"Санкт-Петербург, Банковский пер. 6",Пн–Вс: 15:00 — 06:00,9.7,Средний чек 1000 р. без напитков,
189,Cherish,ресторан,"Санкт-Петербург, ул. Малая Посадская 3",Пн–Вс: 12:00 — 06:00,9.2,Средний чек 1200 р. без напитков,
190,Euphoria,ресторан,"Санкт-Петербург, Выборгское шоссе 503к1",Пн–Вс: C 13:00 — до последнего гостя,10.0,Средний чек 2000 р. без напитков,
191,9parrots,ресторан,"Санкт-Петербург, Кузьминское ш. 66",Пн–Вс: 12:00 — 23:00,9.2,Средний чек 1150 р. без напитков,
192,Тризна,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1950 р. без напитков,
193,Сказкино варенье,ресторан,"Санкт-Петербург, парк Александровский 1 А",Пн–Вс: 10:00 — 20:00,8.7,Средний чек 700 р. без напитков,
194,Галерея,ресторан,"Санкт-Петербург, наб. Свердловская 64",Пн–Вс: Под заказ,0.0,Средний чек 3200 р. без напитков,
195,Квартира № 162,ресторан,"Санкт-Петербург, пр. Лиговский 123",Пн–Вс: Круглосуточно,8.3,Средний чек 1100 р. без напитков,
196,Vinograd,ресторан,"Санкт-Петербург, Пр. Обуховской обороны 68, к. 2",Пн–Вс: 11:00 — 23:00,9.3,Средний чек 1000 р. без напитков,
197,Поминальная трапезная «Помним-любим»,ресторан,"Санкт-Петербург, ул. Политехническая 17/3",Пн–Вс: 11:00 — 19:00,0.0,,
198,Союз,ресторан,"Санкт-Петербург, наб. Мойки 26",Пн–Вс: 08:00 — 23:00,8.1,Средний чек 1700 р. без напитков,
199,Дети на кухне,ресторан,"Санкт-Петербург, Кожевенная линия 40",Пн–Вс: 11:00 — 23:00,6.6,Средний чек 1200 р. без напитков,
200,Dublin,"бар, паб","Санкт-Петербург, пр. Науки 19 корп. 2",Пн–Вс: 12:00 — 23:00,8.0,Средний чек 1500 р. без напитков,
201,Beer House Staff,"бар, паб","Санкт-Петербург, пр. Английский 39",Пн–Вс: 12:00 — 06:00,9.6,Средний чек 1300 р. без напитков,
202,Blackwood,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1300 р. без напитков,
203,Blackwood,"бар, паб","Санкт-Петербург, Коломяжский пр. 15/1",Пн–Вс: 12:00 — 06:00,8.6,Средний чек 1300 р. без напитков,
204,Beer House Staff,"бар, паб","Санкт-Петербург, пр. Комендантский 30",Пн–Вс: 12:00 — 06:00,9.4,Средний чек 1300 р. без напитков,
205,Blackwood,"бар, паб","Санкт-Петербург, Невский проспект 53",Пн–Вс: 12:00 — 06:00,9.1,Средний чек 1300 р. без напитков,
206,Beer House,"бар, паб","Санкт-Петербург, пр. Коломяжский 15 корп. 2",Пн–Вс: 12:00 — 06:00,8.2,Средний чек 1300 р. без напитков,
207,Beer House,"бар, паб","Санкт-Петербург, ул. Савушкина 143",Пн–Вс: 12:00 — 06:00,9.8,Средний чек 1300 р. без напитков,
208,Blackwood,"бар, паб","Санкт-Петербург, ул. Маяковского 4",Пн–Вс: 12:00 — 06:00,10.0,Средний чек 1300 р. без напитков,
209,Blackwood,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1300 р. без напитков,
210,O'Hooligans,"бар, паб","Санкт-Петербург, пр. Бакунина 5","Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 03:00, Вс: 12:00 — 01:00",9.1,Средний чек 850 р. без напитков,
211,Beer House,"бар, паб","Санкт-Петербург, пр. Гражданский 36",Пн–Вс: 12:00 — 06:00,7.7,Средний чек 1300 р. без напитков,
212,Beer House,"бар, паб","Санкт-Петербург, бульв. Менделеева 11 к2",Пн–Вс: 12:00 — 23:00,9.2,Средний чек 1300 р. без напитков,
213,Beer House,"бар, паб","Санкт-Петербург, ул. Марата 2",Пн–Вс: 12:00 — 06:00,8.5,Средний чек 1300 р. без напитков,
214,Beer House,"бар, паб","Санкт-Петербург, пр. Невский 62",Пн–Вс: 12:00 — 06:00,9.0,Средний чек 1300 р. без напитков,
215,Blackwood,"бар, паб","Санкт-Петербург, ул. Большая Конюшенная 15",Пн–Вс: 12:00 — 06:00,8.6,Средний чек 1300 р. без напитков,
216,Beer House Staff,"бар, паб","Санкт-Петербург, ул. Некрасова 25",Пн–Вс: 12:00 — 06:00,8.0,Средний чек 1300 р. без напитков,
217,Dublin,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1500 р. без напитков,
